Term Name,Subject,Catalog Nbr,Crs Descr,Class Section,Instructor,Total,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Term,Subject,Course Number,Course Description,Class Section,Instructor,Total Enrolled,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Fall 2019,CMLIT,101W,Global Literatures I,3,"MOUDROV, A",25,1,9,0,1,1,1,0,0,0,0,2,3,7,0,2.833333333
Fall 2019,CMLIT,101W,Global Literatures I,5,"AMATULLI, R",25,0,3,1,4,4,3,3,1,0,0,0,2,4,0,2.757142857
Fall 2019,CMLIT,101W,Global Literatures I,4,"AMATULLI, R",25,0,2,2,0,3,6,4,2,0,0,0,1,3,2,2.69
Fall 2019,CMLIT,101W,Global Literatures I,11,"AMATULLI, R",25,0,0,2,3,2,6,2,1,0,0,1,1,6,1,2.616666667
Fall 2019,CMLIT,102W,Global Literatures II,10,"RUPPRECHT, C",25,0,10,4,6,1,3,1,0,0,0,0,0,0,0,3.52
Fall 2019,CMLIT,102W,Global Literatures II,11,"RUPPRECHT, C",25,1,6,5,5,0,4,0,0,0,0,0,0,4,0,3.514285714
Fall 2019,CMLIT,102W,Global Literatures II,8,"SKRABUT, R",24,5,7,2,1,3,0,4,0,0,1,0,0,1,0,3.417391304
Fall 2019,CMLIT,102W,Global Literatures II,3,"LIPYANSKIY, M",25,1,11,4,3,0,1,0,1,0,0,1,1,2,0,3.408695652
Fall 2019,CMLIT,102W,Global Literatures II,7,"SKRABUT, R",25,6,4,4,1,3,3,0,1,0,0,0,1,2,0,3.356521739
Fall 2019,CMLIT,102W,Global Literatures II,1,"MARTIN, C",25,1,6,5,5,3,0,0,0,0,0,0,4,1,0,3
Fall 2019,CMLIT,102W,Global Literatures II,5,"TOMASULO, V",25,0,1,3,3,5,2,3,2,0,0,0,0,6,0,2.963157895
Fall 2019,CMLIT,102W,Global Literatures II,4,"SKAFIDAS, M",25,1,6,1,0,5,1,0,1,0,1,0,2,6,1,2.95
Fall 2019,CMLIT,102W,Global Literatures II,6,"TOMASULO, V",25,0,2,2,4,5,1,1,1,0,2,1,1,5,0,2.75
Fall 2019,CMLIT,102W,Global Literatures II,13,"FOUYER, N",25,0,2,3,2,1,5,3,1,0,1,0,2,5,0,2.64
Fall 2019,CMLIT,102W,Global Literatures II,2,"MARTIN, C",25,1,4,4,4,0,1,0,0,0,0,1,5,5,0,2.585
Fall 2019,CMLIT,102W,Global Literatures II,14,"MARTIN, C",25,2,2,2,4,3,0,0,0,0,0,0,5,2,5,2.533333333
Fall 2019,CMLIT,102W,Global Literatures II,12,"FOUYER, N",24,0,0,1,1,3,3,5,3,0,2,0,3,3,0,2.142857143
Fall 2019,CMLIT,215W,Topics in Modern Literature,2,"AHMED, A",25,1,3,2,4,6,3,0,0,0,2,0,0,3,1,3.147619048
Fall 2019,CMLIT,215W,Topics in Modern Literature,3,"YAMATO, L",25,0,3,3,2,10,1,0,1,0,0,1,0,3,1,3.114285714
Fall 2019,CMLIT,229W,Vt: Women In Mod Lit,1,"MEI, R",17,2,3,1,2,4,2,0,1,0,0,0,0,0,2,3.313333333
Fall 2019,CO-OP,2011,Orientation to World of Work,1,"SHULTS, D",38,2,14,10,1,0,0,0,0,0,0,0,0,9,2,3.862962963
Fall 2019,CO-OP,2011,Orientation to World of Work,2,"LOUIS-MARIJANSKI, E",29,9,2,4,6,2,2,0,0,0,0,0,0,3,1,3.6
Fall 2019,CO-OP,2013,World Of Work,2,"MILLER, D",23,4,4,1,3,2,2,1,2,0,1,0,1,0,2,3.095238095
Fall 2019,CO-OP,2013,World Of Work,1,"MILLER, D",15,0,3,0,3,2,0,0,4,0,0,0,0,1,2,2.991666667
Fall 2019,CSCI,12,Intro Computers & Computation,42,"NIXON, D",21,0,3,2,1,0,1,1,1,0,0,0,1,8,3,2.97
Fall 2019,CSCI,12,Intro Computers & Computation,21,"WAXMAN, J",152,5,23,19,19,33,10,7,13,0,3,3,7,10,0,2.966197183
Fall 2019,CSCI,12,Intro Computers & Computation,21A,"HUANG, X",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,12,Intro Computers & Computation,21B,"HUANG, X",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,12,Intro Computers & Computation,21C,"ZHANG, X",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,12,Intro Computers & Computation,21D,"ZHANG, X",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,12,Intro Computers & Computation,21E,"LANDAU, G",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,12,Intro Computers & Computation,21F,"LANDAU, G",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,12,Intro Computers & Computation,42A,"NIXON, D",22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
Fall 2019,CSCI,48,Spreadsheet Programming,11,"FRIED, M",110,0,37,18,16,14,12,4,1,0,3,0,1,3,1,3.378301887
Fall 2019,CSCI,48,Spreadsheet Programming,44,"GREENBERG, A",30,4,6,0,13,3,0,0,3,0,0,0,0,1,0,3.375862069
Fall 2019,CSCI,48,Spreadsheet Programming,32,"GOLDBERG, R",28,1,4,3,3,4,3,1,2,0,1,0,0,6,0,3.140909091
Fall 2019,CSCI,48,Spreadsheet Programming,43,"MIAH, A",30,0,4,2,3,2,1,0,8,0,0,0,0,9,1,2.9
Fall 2019,CSCI,48,Spreadsheet Programming,11A,"FRIED, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,48,Spreadsheet Programming,11B,"FRIED, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,48,Spreadsheet Programming,11C,"FRIED, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,48,Spreadsheet Programming,11D,"ZHAO, Y",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,48,Spreadsheet Programming,32A,"JAGDEO, M",29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Fall 2019,CSCI,48,Spreadsheet Programming,43A,"MIAH, A",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,48,Spreadsheet Programming,44A,"GREENBERG, A",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,80,Problem Solving with Computers,31,"CHEN, C",11,0,3,3,2,1,0,0,1,0,0,0,0,1,0,3.47
Fall 2019,CSCI,80,Problem Solving with Computers,31A,"CHEN, C",11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Fall 2019,CSCI,90,Topics in Computing,33,"KEENAN, P",24,5,5,1,2,4,1,1,1,0,0,0,0,4,0,3.465
Fall 2019,CSCI,100,Information and Intelligence,34,"CASTRO, R",18,2,5,2,0,6,0,0,2,0,1,0,0,0,0,3.283333333
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,24,"YANG, K",109,9,9,8,12,9,13,14,4,1,6,0,2,22,0,2.95
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,35,"GREENBERG, A",67,5,15,0,7,8,7,2,6,0,3,0,5,9,0,2.89137931
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,13,"RYBA, A",79,2,17,2,3,28,3,0,10,0,3,0,5,6,0,2.883561644
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,11,"RYBA, A",59,1,13,1,5,10,1,3,11,0,3,0,6,5,0,2.646296296
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,22,"YANG, K",95,2,5,5,5,6,9,14,10,0,17,5,10,7,0,2.175
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,11A,"MAGOULIS, M",29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,11B,"SCHLEY, R",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,13A,"LEUNG, K",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,13B,"MAGOULIS, M",29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,13C,"YANG, J",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,22A,"YANG, J",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,22B,"ZHAO, Y",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,22C,"MAGOULIS, M",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,22D,"MAGOULIS, M",26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,24A,"YANG, J",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,24B,"YANG, J",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,24C,"LEUNG, K",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,24D,"YANG, K",29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,35A,"GREENBERG, A",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,35B,"CHEN, C",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,111,Intro Algorithmic Problem Solv,35C,"CHEN, C",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,112,Intro Algori Prob Solving Java,31,"CONNOR, T",24,2,10,6,2,3,1,0,0,0,0,0,0,0,0,3.6875
Fall 2019,CSCI,112,Intro Algori Prob Solving Java,31A,"CONNOR, T",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,33,"ALAYEV, Y",34,0,2,2,5,3,2,0,2,0,0,1,5,12,0,2.331818182
Fall 2019,CSCI,211,Object-Oriented Program in C++,21,"WAXMAN, J",163,9,13,13,4,17,16,4,16,0,3,17,30,21,0,2.16056338
Fall 2019,CSCI,211,Object-Oriented Program in C++,22,"WAXMAN, J",118,4,10,4,8,12,3,7,14,0,3,12,21,20,0,2.066326531
Fall 2019,CSCI,211,Object-Oriented Program in C++,21A,"CAI, Z",23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,21B,"SUN, Y",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,21C,"JIANG, Y",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,21D,"JIANG, Y",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,21E,"JIANG, Y",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,21F,"CHEN, C",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,21G,"TROULLOURIS, E",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,22A,"JIANG, Y",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,22D,"ZHENG, H",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,22E,"LANDAU, G",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,22F,"SUN, Y",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,22G,"SUN, Y",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,33A,"TSE, C",17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Fall 2019,CSCI,211,Object-Oriented Program in C++,33B,"TSE, C",17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,12,"RYBA, A",120,4,29,2,7,36,2,2,14,0,6,0,2,16,0,3.064423077
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11,"LORD, K",163,5,16,13,20,17,14,10,11,0,6,11,17,23,0,2.522142857
Fall 2019,CSCI,212,Object-Oriented Prog in Java,33,"WHITE, M",34,0,3,1,3,3,2,5,3,0,3,4,3,4,0,2.22
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11A,"TROULLOURIS, E",21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11B,"KIM, S",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11C,"KIM, S",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11D,"WANG, C",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11E,"WANG, C",19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11F,"WANG, C",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11G,"KIM, S",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,11H,"WANG, C",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,12A,"WHITE, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,12B,"WHITE, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,12C,"WHITE, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,12D,"ZHENG, H",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,33A,"RAMIREZ, R",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Fall 2019,CSCI,212,Object-Oriented Prog in Java,33B,"KIM, S",16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Fall 2019,CSCI,220,Discrete Structures,37,"CESARETTI, P",36,1,6,1,5,3,9,2,2,0,5,0,0,2,0,2.9
Fall 2019,CSCI,220,Discrete Structures,25,"WHITEHEAD, J",37,2,5,1,5,6,4,4,6,0,0,0,3,1,0,2.727777778
Fall 2019,CSCI,220,Discrete Structures,12,"PACIOREK, A",36,0,3,3,2,4,6,3,5,0,0,0,5,5,0,2.412903226
Fall 2019,CSCI,220,Discrete Structures,11,"PACIOREK, A",36,0,4,3,5,3,4,2,4,0,0,0,9,2,0,2.235294118
Fall 2019,CSCI,220,Discrete Structures,33,"KONG, T",36,0,2,1,4,3,5,4,6,0,0,2,6,3,0,2.139393939
Fall 2019,CSCI,220,Discrete Structures,26,"WANG, X",36,1,4,3,1,1,2,2,2,0,2,0,8,10,0,2.107692308
Fall 2019,CSCI,220,Discrete Structures,14,"PACIOREK, A",36,0,3,3,2,2,6,1,2,0,0,0,12,5,0,1.877419355
Fall 2019,CSCI,240,Computer Org & Assembly Lang,35,"YEH, J",33,0,6,7,4,6,4,2,1,0,0,0,0,2,1,3.283333333
Fall 2019,CSCI,240,Computer Org & Assembly Lang,36,"YEH, J",36,4,5,8,6,2,3,2,3,0,0,0,1,1,1,3.238235294
Fall 2019,CSCI,240,Computer Org & Assembly Lang,37,"SANCHEZ, S",30,2,3,1,3,0,5,4,0,0,3,0,6,3,0,2.274074074
Fall 2019,CSCI,240,Computer Org & Assembly Lang,33,"FRARY, N",36,1,0,4,4,3,5,4,1,0,1,3,6,4,0,2.2
Fall 2019,CSCI,240,Computer Org & Assembly Lang,22,"FLUTURE, S",36,3,4,1,2,1,1,3,2,0,1,0,11,7,0,1.951724138
Fall 2019,CSCI,240,Computer Org & Assembly Lang,34,"FRARY, N",36,2,2,2,3,2,1,2,3,0,0,4,11,4,0,1.76875
Fall 2019,CSCI,240,Computer Org & Assembly Lang,11,"FLUTURE, S",36,0,2,1,1,3,1,0,1,0,0,0,10,14,3,1.510526316
Fall 2019,CSCI,313,Data Structures,37,"YANG, K",35,6,2,4,4,6,4,0,3,0,3,0,0,3,0,3.121875
Fall 2019,CSCI,313,Data Structures,13,"RYBA, A",50,1,14,0,9,7,2,0,9,0,3,0,2,3,0,2.961702128
Fall 2019,CSCI,313,Data Structures,39,"ABRAMOV, M",30,3,2,4,4,3,3,3,0,0,0,0,4,4,0,2.769230769
Fall 2019,CSCI,313,Data Structures,24,"YANG, K",34,1,4,5,3,4,2,1,2,0,6,0,2,4,0,2.743333333
Fall 2019,CSCI,313,Data Structures,38,"YANG, K",34,0,5,2,5,5,2,1,5,0,5,0,2,2,0,2.659375
Fall 2019,CSCI,313,Data Structures,25,"CAI, Z",21,3,3,0,3,3,0,1,2,0,0,0,5,1,0,2.46
Fall 2019,CSCI,313,Data Structures,31,"CHEN, A",35,1,7,2,3,2,2,3,6,0,1,0,8,0,0,2.322857143
Fall 2019,CSCI,313,Data Structures,36,"CAI, Z",17,3,1,0,3,0,1,0,0,0,0,0,5,4,0,2.2
Fall 2019,CSCI,313,Data Structures,32,"CHEN, A",35,2,6,0,1,2,3,1,1,0,0,0,13,5,1,1.851724138
Fall 2019,CSCI,316,Principles of Programming Lang,21,"KONG, T",38,2,3,7,5,1,3,2,1,0,0,0,10,4,0,2.355882353
Fall 2019,CSCI,316,Principles of Programming Lang,35,"YUKAWA, K",38,1,2,0,3,5,4,3,5,0,5,4,1,4,1,2.336363636
Fall 2019,CSCI,316,Principles of Programming Lang,22,"KONG, T",39,3,4,4,5,1,1,3,4,0,0,1,9,3,1,2.311428571
Fall 2019,CSCI,316,Principles of Programming Lang,33,"KONG, T",37,3,4,0,2,4,6,2,3,0,0,1,9,2,1,2.188235294
Fall 2019,CSCI,316,Principles of Programming Lang,24,"SVITAK, J",36,0,1,4,2,3,2,3,6,0,1,4,5,5,0,2.077419355
Fall 2019,CSCI,316,Principles of Programming Lang,36,"YUKAWA, K",36,0,0,2,5,2,2,2,6,0,3,8,4,2,0,1.911764706
Fall 2019,CSCI,320,Theory of Computation,12,"OBRENIC, B",92,10,7,5,7,14,4,12,15,0,0,0,14,4,0,2.5
Fall 2019,CSCI,320,Theory of Computation,11,"OBRENIC, B",92,11,7,4,7,15,6,3,11,0,0,0,20,8,0,2.380952381
Fall 2019,CSCI,320,Theory of Computation,33,"BOKLAN, K",103,0,2,2,2,0,3,0,18,0,0,1,36,39,0,1.0484375
Fall 2019,CSCI,323,Design & Analysis Algorithms,37,"CESARETTI, P",35,0,6,5,3,5,8,3,2,0,0,0,1,2,0,3.027272727
Fall 2019,CSCI,323,Design & Analysis Algorithms,12,"TEITELMAN, L",35,4,5,5,3,3,3,0,7,0,0,0,2,3,0,2.984375
Fall 2019,CSCI,323,Design & Analysis Algorithms,24,"YAO, C",35,2,3,3,3,8,6,1,2,0,0,1,4,2,0,2.681818182
Fall 2019,CSCI,323,Design & Analysis Algorithms,21,"BROWN, T",34,1,1,3,1,4,7,3,10,0,0,0,0,3,1,2.673333333
Fall 2019,CSCI,323,Design & Analysis Algorithms,23,"YAO, C",35,2,1,5,4,7,0,1,5,0,0,1,7,2,0,2.363636364
Fall 2019,CSCI,323,Design & Analysis Algorithms,36,"PHILLIPS, T",26,2,1,2,2,2,2,1,1,0,0,0,6,7,0,2.194736842
Fall 2019,CSCI,323,Design & Analysis Algorithms,25,"PHILLIPS, T",32,2,2,0,3,3,0,1,6,0,0,1,8,6,0,1.930769231
Fall 2019,CSCI,331,Database Systems,14,"HELLER, P",32,4,4,2,3,3,3,2,4,0,0,0,0,7,0,3.16
Fall 2019,CSCI,331,Database Systems,32,"LEAVITT, D",35,1,7,2,7,7,3,1,2,0,0,4,1,0,0,2.911428571
Fall 2019,CSCI,331,Database Systems,23,"STEINBERG, O",21,0,3,1,1,3,1,4,1,0,2,0,2,3,0,2.516666667
Fall 2019,CSCI,331,Database Systems,11,"OBRENIC, B",60,6,5,8,4,6,3,2,12,0,0,0,12,2,0,2.439655172
Fall 2019,CSCI,331,Database Systems,15,"HELLER, P",26,3,1,3,2,1,1,3,2,0,0,0,5,4,1,2.395238095
Fall 2019,CSCI,334,Data Mining and Warehousing,24,"SY, B",17,0,1,2,1,0,1,2,2,0,1,0,2,5,0,2.308333333
Fall 2019,CSCI,335,Information Org and Retrieval,31,"GOLDBERG, R",30,0,4,2,2,4,2,4,5,0,0,0,2,4,1,2.664
Fall 2019,CSCI,340,Operating Systems Principles,22,"FLUTURE, S",32,0,1,2,0,4,6,4,7,0,0,0,4,4,0,2.242857143
Fall 2019,CSCI,340,Operating Systems Principles,36,"SVITAK, J",32,0,0,1,3,7,3,0,3,0,2,7,2,4,0,2.110714286
Fall 2019,CSCI,340,Operating Systems Principles,21,"SVITAK, J",32,0,1,0,0,4,5,7,4,0,2,5,3,1,0,2
Fall 2019,CSCI,340,Operating Systems Principles,25,"FLUTURE, S",25,0,2,1,2,0,2,3,3,0,0,0,6,4,2,1.926315789
Fall 2019,CSCI,340,Operating Systems Principles,23,"SVADLENKA, J",26,0,1,0,3,4,1,2,1,0,0,2,6,6,0,1.86
Fall 2019,CSCI,340,Operating Systems Principles,24,"SVADLENKA, J",17,0,0,0,2,0,1,0,1,0,2,2,5,4,0,1.284615385
Fall 2019,CSCI,343,Computer Architecture,15,"SMITH-THOMPSON, A",38,0,3,1,4,5,2,5,8,0,0,2,3,2,3,2.387878788
Fall 2019,CSCI,343,Computer Architecture,14,"SMITH-THOMPSON, A",38,2,0,1,7,4,2,4,11,0,1,0,4,1,1,2.363888889
Fall 2019,CSCI,343,Computer Architecture,26,"SMITH-THOMPSON, A",38,1,2,1,3,4,5,1,9,0,1,1,5,3,2,2.245454545
Fall 2019,CSCI,343,Computer Architecture,12,"VERGARA, C",32,0,3,0,1,0,2,4,5,0,0,0,6,11,0,1.9
Fall 2019,CSCI,343,Computer Architecture,11,"SVITAK, J",35,0,2,1,1,1,6,4,3,0,1,7,5,4,0,1.874193548
Fall 2019,CSCI,343,Computer Architecture,27,"SVITAK, J",35,0,0,0,3,0,3,4,3,0,4,7,5,6,0,1.620689655
Fall 2019,CSCI,344,Distributed Systems,14,"FLUTURE, S",15,0,1,1,1,2,1,2,0,0,0,0,0,5,2,3.0375
Fall 2019,CSCI,352,Cryptography,26,"BOKLAN, K",27,0,2,1,0,0,1,0,1,0,0,0,2,20,0,2.342857143
Fall 2019,CSCI,355,Internet and Web Technologies,15,"TEITELMAN, L",35,7,6,2,5,3,3,0,3,0,0,0,2,4,0,3.193548387
Fall 2019,CSCI,355,Internet and Web Technologies,12,"TEITELMAN, L",35,2,10,2,5,5,2,0,7,0,0,0,1,1,0,3.126470588
Fall 2019,CSCI,355,Internet and Web Technologies,11,"TEITELMAN, L",35,2,6,2,5,5,3,2,3,0,0,0,1,5,1,3.089655172
Fall 2019,CSCI,355,Internet and Web Technologies,26,"TEITELMAN, L",35,1,9,0,7,4,5,0,6,0,0,0,1,2,0,3.048484848
Fall 2019,CSCI,355,Internet and Web Technologies,37,"UPADHYAY, V",28,0,2,4,0,6,3,0,5,0,0,0,0,8,0,2.945
Fall 2019,CSCI,355,Internet and Web Technologies,33,"LAW, R",19,2,1,1,0,2,3,1,2,0,0,0,6,1,0,2.005555556
Fall 2019,CSCI,355,Internet and Web Technologies,38,"LAW, R",29,1,0,1,0,2,3,1,1,0,0,0,15,5,0,1.0875
Fall 2019,CSCI,361,Numerical Methods,32,"MANE, S",27,0,2,3,4,12,0,0,2,0,0,0,0,4,0,3.143478261
Fall 2019,CSCI,365,Computational Finance,25,"MANE, S",23,3,1,4,3,4,2,2,0,0,0,0,2,2,0,2.985714286
Fall 2019,CSCI,365,Computational Finance,27,"MANE, S",29,0,5,2,1,6,1,1,8,0,0,1,1,3,0,2.719230769
Fall 2019,CSCI,370,Software Engineering,11,"GOLDBERG, R",32,0,2,8,3,4,4,1,8,0,0,0,0,1,1,2.953333333
Fall 2019,CSCI,370,Software Engineering,38,"ABREU, A",32,0,11,2,6,2,2,3,1,0,0,0,4,1,0,2.951612903
Fall 2019,CSCI,370,Software Engineering,25,"MANE, S",32,2,1,10,0,3,0,0,6,0,0,0,2,8,0,2.916666667
Fall 2019,CSCI,370,Software Engineering,36,"MANE, S",32,4,1,1,1,11,0,1,6,0,0,0,1,6,0,2.857692308
Fall 2019,CSCI,370,Software Engineering,37,"ABREU, A",32,1,3,0,4,6,2,2,7,0,0,3,1,3,0,2.55862069
Fall 2019,CSCI,370,Software Engineering,14,"SY, B",24,0,1,5,1,2,2,1,2,0,0,2,2,6,0,2.527777778
Fall 2019,CSCI,370,Software Engineering,12,"SVADLENKA, J",32,1,1,2,1,4,2,2,2,0,2,6,5,4,0,1.932142857
Fall 2019,CSCI,370,Software Engineering,23,"SVADLENKA, J",17,0,1,0,2,2,0,0,2,0,1,3,5,1,0,1.58125
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,34,"ALARCON RAMIREZ, A",29,0,5,8,6,3,2,2,1,0,0,0,0,2,0,3.348148148
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,12,"BROWN, T",23,2,6,1,2,4,1,0,1,0,0,0,1,5,0,3.277777778
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,16,"WHITEHEAD, J",30,0,6,4,10,3,2,1,3,0,0,0,0,1,0,3.25862069
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,23,"WAXMAN, J",32,10,2,1,1,4,2,0,4,0,0,1,0,7,0,3.256
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,35,"PANG, C",27,0,3,4,6,3,3,3,2,0,0,0,0,3,0,3.108333333
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,13,"GOLDBERG, R",29,0,2,2,6,8,2,3,3,0,0,0,0,3,0,2.980769231
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,22,"ROZOVSKAYA, A",35,0,4,3,5,4,6,0,3,0,0,2,1,7,0,2.85
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,15,"SY, B",16,0,1,0,5,2,1,0,1,0,3,0,0,3,0,2.792307692
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,33,"PHILLIPS, T",10,1,0,1,0,3,0,1,0,0,0,0,1,3,0,2.714285714
Fall 2019,CSCI,381,VT: Special Topics in Comp Sci,21,"GOSWAMI, M",20,0,1,0,2,1,2,1,0,0,0,2,5,6,0,1.664285714
