Term Name,Subject,Catalog Nbr,Crs Descr,Class Section,Instructor,Total,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Term,Subject,Course Number,Course Description,Class Section,Instructor,Total Enrolled,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Fall 2019,ITAL,111,Elementary Italian I,6,"RODRIQUEZ, P",25,0,3,1,5,6,0,0,3,0,0,2,1,4,0,2.771428571
Fall 2019,ITAL,111,Elementary Italian I,1,"CONOSCENTI, R",25,2,3,0,2,5,2,1,2,0,2,3,0,3,0,2.713636364
Fall 2019,ITAL,112,Elementary Italian II,1,"LUONGO, E",12,3,1,0,1,1,0,0,1,0,1,1,1,1,1,2.7
Fall 2019,ITAL,203,Intermediate Italian I,1,"CORRADI, M",11,1,1,0,2,1,0,1,0,0,1,0,0,1,3,3.085714286
Fall 2019,ITAL,204,Intermediate Italian II,1,"PAULICELLI, E",11,1,3,1,2,0,1,0,0,0,0,0,0,1,2,3.625
Fall 2019,ITAL,223,Advanced Conversation,1,"LUCCHI, N",18,0,11,2,1,0,0,0,1,0,0,0,0,1,2,3.78
Fall 2019,ITAL,224,Advanced Grammar,1,"CORRADI, M",11,2,3,2,2,0,0,0,0,0,0,0,0,0,2,3.777777778
Fall 2019,ITAL,779,Studies Italian Cinema & Media,1,"PAULICELLI, E",10,1,5,2,0,1,1,0,0,0,0,0,0,0,0,3.71
Fall 2019,ITAL,41W,Italian Lit in Translation,2,"CORRADI, M",25,2,2,8,7,0,2,1,0,0,1,1,1,0,0,3.164
Fall 2019,ITAL,41W,Italian Lit in Translation,1,"PARONZINI, N",25,0,2,5,4,5,0,5,1,0,1,0,0,2,0,3.039130435
Fall 2019,ITAL,45W,Italian Culture and Thought,1,"LUCCHI, N",25,0,14,4,6,1,0,0,0,0,0,0,0,0,0,3.744
Fall 2019,JAZZ,701,Jazz Harmony,1,"BERKMAN, D",31,2,8,9,3,1,5,0,0,0,1,0,0,0,2,3.496551724
Fall 2019,JAZZ,703,Jazz Improvisation I,1,"HART, A",16,0,0,10,3,0,0,1,0,0,1,0,0,0,1,3.393333333
Fall 2019,JAZZ,705,Jazz Arranging & Composition I,1,"MOSSMAN, M",18,0,6,5,1,6,0,0,0,0,0,0,0,0,0,3.544444444
Fall 2019,JAZZ,709,Jazz Piano Workshop I,2,"PATTON, J",12,0,7,1,3,0,1,0,0,0,0,0,0,0,0,3.691666667
Fall 2019,JAZZ,711,Jazz Rhythm Section Workshop,1,"MACKREL, D",13,1,11,1,0,0,0,0,0,0,0,0,0,0,0,3.976923077
Fall 2019,JAZZ,713,Transcription & Ear Training,1,"PATTON, J",10,0,3,6,0,1,0,0,0,0,0,0,0,0,0,3.72
Fall 2019,JAZZ,794,Jazz Ensemble,1,"ARMACOST, T",33,3,18,8,0,2,0,1,0,0,0,0,0,0,1,3.809375
Fall 2019,JAZZ,794,Jazz Ensemble,1,"BERKMAN, D",33,3,18,8,0,2,0,1,0,0,0,0,0,0,1,3.809375
Fall 2019,JAZZ,794,Jazz Ensemble,1,"HART, A",33,3,18,8,0,2,0,1,0,0,0,0,0,0,1,3.809375
Fall 2019,JAZZ,794,Jazz Ensemble,1,"JOHNSON, A",33,3,18,8,0,2,0,1,0,0,0,0,0,0,1,3.809375
Fall 2019,JAZZ,794,Jazz Ensemble,1,"MACKREL, D",33,3,18,8,0,2,0,1,0,0,0,0,0,0,1,3.809375
Fall 2019,JAZZ,794,Jazz Ensemble,1,"MOSSMAN, M",33,3,18,8,0,2,0,1,0,0,0,0,0,0,1,3.809375
Fall 2019,JAZZ,794,Jazz Ensemble,1,"WADE, C",33,3,18,8,0,2,0,1,0,0,0,0,0,0,1,3.809375
Fall 2019,JEWST,301,Jewish Mysticism and Hasidism,1,"SHUR, M",28,2,11,1,4,3,1,1,1,0,0,0,0,0,4,3.5375
Fall 2019,JOURN,100,Beat The Press: Question Media,1,"MCCARTHY, S",31,0,1,4,5,6,5,2,1,0,1,1,2,2,1,2.717857143
Fall 2019,JOURN,101W,Introduction To News Reporting,3,"KUHN, S",25,1,4,1,6,3,4,0,2,0,0,1,1,2,0,2.969565217
Fall 2019,JPNS,101,Elementary Japanese I,2,"ALSALLAL, A",25,2,6,12,1,2,1,0,0,0,0,0,1,0,0,3.536
Fall 2019,JPNS,101,Elementary Japanese I,2,"FUJIMOTO, M",25,2,6,12,1,2,1,0,0,0,0,0,1,0,0,3.536
Fall 2019,JPNS,101,Elementary Japanese I,2,"PHILIP, M",25,2,6,12,1,2,1,0,0,0,0,0,1,0,0,3.536
Fall 2019,JPNS,101,Elementary Japanese I,2,"SUGITA, M",25,2,6,12,1,2,1,0,0,0,0,0,1,0,0,3.536
Fall 2019,JPNS,101,Elementary Japanese I,1,"ALSALLAL, A",25,0,8,8,2,4,0,0,0,1,0,0,2,0,0,3.341666667
Fall 2019,JPNS,101,Elementary Japanese I,1,"FUJIMOTO, M",25,0,8,8,2,4,0,0,0,1,0,0,2,0,0,3.341666667
Fall 2019,JPNS,101,Elementary Japanese I,1,"PHILIP, M",25,0,8,8,2,4,0,0,0,1,0,0,2,0,0,3.341666667
Fall 2019,JPNS,101,Elementary Japanese I,1,"SUGITA, M",25,0,8,8,2,4,0,0,0,1,0,0,2,0,0,3.341666667
Fall 2019,JPNS,101,Elementary Japanese I,3,"ALSALLAL, A",25,1,8,3,2,2,0,2,1,0,1,0,2,3,0,3.090909091
Fall 2019,JPNS,101,Elementary Japanese I,3,"FUJIMOTO, M",25,1,8,3,2,2,0,2,1,0,1,0,2,3,0,3.090909091
Fall 2019,JPNS,101,Elementary Japanese I,3,"PHILIP, M",25,1,8,3,2,2,0,2,1,0,1,0,2,3,0,3.090909091
Fall 2019,JPNS,101,Elementary Japanese I,3,"SUGITA, M",25,1,8,3,2,2,0,2,1,0,1,0,2,3,0,3.090909091
Fall 2019,JPNS,203,Intermediate Japanese I,1,"PHILIP, M",24,5,1,3,1,3,0,2,5,0,0,2,1,1,0,2.782608696
Fall 2019,JPNS,254,Japanese Cinema,1,"HARTMANN, N",15,1,2,2,2,3,2,0,1,0,1,0,0,0,1,3.15
Fall 2019,KOR,101,Elementary Korean I,4,"CHOI, J",22,3,4,0,4,3,1,4,0,0,0,1,0,2,0,3.155
Fall 2019,KOR,101,Elementary Korean I,3,"KIM, J",22,4,4,3,1,3,0,2,1,0,1,1,1,1,0,3.080952381
Fall 2019,KOR,101,Elementary Korean I,2,"KANG, J",22,1,6,0,3,3,0,1,1,0,0,0,2,5,0,3.011764706
Fall 2019,KOR,101,Elementary Korean I,1,"KANG, J",23,3,5,2,1,2,1,2,0,0,0,3,2,2,0,2.80952381
Fall 2019,KOR,102,Elementary Korean II,1,"KIM, J",20,7,5,2,2,2,0,1,0,0,0,0,1,0,0,3.515
Fall 2019,KOR,203,Intermediate Korean I,1,"KIM, J",18,3,3,2,3,0,0,1,1,0,0,2,0,3,0,3.173333333
Fall 2019,KOR,305,Advanced Korean I,1,"KIM, J",22,1,7,5,1,4,0,1,0,0,1,1,0,1,0,3.371428571
Fall 2019,KOR,370,Advanced Korean Through Film,1,"HAN, N",13,6,3,2,0,0,0,0,0,0,0,0,0,2,0,3.945454545
Fall 2019,LABST,240,Unions& Ind Rel,1,"MUSURACA, M",10,0,0,5,1,1,2,0,0,0,0,0,0,0,1,3.355555556
Fall 2019,LABST,273,Labor and Globalization,1,"BONILLA, A",10,0,6,1,2,1,0,0,0,0,0,0,0,0,0,3.73
Fall 2019,LABST,101W,Introduction to Labor Studies,1,"GUSKIN, J",14,5,4,0,0,1,0,0,0,0,1,0,0,3,0,3.7
Fall 2019,LATIN,101,Elementary Latin,1,"SAGE, D",24,1,6,1,5,5,1,2,0,0,0,0,0,3,0,3.357142857
Fall 2019,LBSCI,700,The Technology of Information,1,"SANCHEZ, J",21,18,1,1,1,0,0,0,0,0,0,0,0,0,0,3.952380952
Fall 2019,LBSCI,700,The Technology of Information,3,"SANCHEZ, J",20,18,0,1,1,0,0,0,0,0,0,0,0,0,0,3.95
Fall 2019,LBSCI,700,The Technology of Information,2,"WU, Y",20,11,5,1,0,0,1,0,0,0,0,0,0,0,2,3.911111111
Fall 2019,LBSCI,701,Fund Lib/Inform Sci,3,"BROWN, J",20,15,4,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,LBSCI,701,Fund Lib/Inform Sci,2,"BROWN, J",20,11,6,0,2,0,0,0,0,0,0,0,0,1,0,3.926315789
Fall 2019,LBSCI,701,Fund Lib/Inform Sci,1,"RADUJKO, G",20,1,2,3,5,5,1,1,0,0,0,0,1,0,1,3.136842105
Fall 2019,LBSCI,702,Inf Sourc/Serv Gen,3,"LETNIKOVA, G",20,17,1,1,0,0,0,0,0,0,0,0,0,0,1,3.984210526
Fall 2019,LBSCI,702,Inf Sourc/Serv Gen,2,"BRODY, R",20,5,8,3,1,1,0,0,0,0,1,0,0,1,0,3.742105263
Fall 2019,LBSCI,702,Inf Sourc/Serv Gen,1,"BRODY, R",20,10,2,2,2,1,1,0,0,0,1,0,0,1,0,3.652631579
Fall 2019,LBSCI,703,Intro to Organization of Info,3,"WU, S",15,7,2,1,2,3,0,0,0,0,0,0,0,0,0,3.686666667
Fall 2019,LBSCI,703,Intro to Organization of Info,2,"WU, S",20,3,6,6,1,2,0,0,0,0,0,0,1,1,0,3.552631579
Fall 2019,LBSCI,703,Intro to Organization of Info,1,"BEHAR, E",16,3,1,1,6,1,1,1,1,0,0,0,0,1,0,3.3
Fall 2019,LBSCI,705,Organization and Management,1,"FRIEDMAN, A",13,3,4,2,0,0,0,0,0,0,0,0,0,1,3,3.933333333
Fall 2019,LBSCI,709,Res in Library and Info Studie,2,"LI, P",22,1,13,6,0,1,1,0,0,0,0,0,0,0,0,3.813636364
Fall 2019,LBSCI,709,Res in Library and Info Studie,3,"BRODY, R",20,0,6,5,2,2,0,0,0,0,0,0,0,0,5,3.673333333
Fall 2019,LBSCI,709,Res in Library and Info Studie,1,"YEARWOOD, S",21,0,2,10,7,1,0,0,0,0,0,0,0,0,1,3.555
Fall 2019,LBSCI,711,Collection Development,1,"TULIAO, M",19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,LBSCI,711,Collection Development,2,"TULIAO, M",17,14,2,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,LBSCI,715,Info Serv:Soc Sci,1,"MELLONE, J",17,3,8,2,2,1,0,1,0,0,0,0,0,0,0,3.723529412
Fall 2019,LBSCI,730,"Archival, Appraisal,Arrange,Ac",1,"STUMM, C",20,14,2,1,0,0,0,1,0,0,0,0,1,1,0,3.684210526
Fall 2019,LBSCI,732,Archives and Manuscripts,1,"MONDESIR, O",20,3,8,3,5,1,0,0,0,0,0,0,0,0,0,3.73
Fall 2019,LBSCI,733,Presvtn of Cult Hertg Materils,1,"LORENZINI, M",20,2,7,5,2,1,2,0,0,0,0,0,0,1,0,3.657894737
Fall 2019,LBSCI,739,Materials for Young Adults,1,"VALE, S",24,4,2,11,5,0,0,0,0,0,0,0,0,0,2,3.690909091
Fall 2019,LBSCI,752,Digital Preservation,1,"DECANDIDO, R",20,2,16,1,1,0,0,0,0,0,0,0,0,0,0,3.95
Fall 2019,LBSCI,755,Design&Production of Multimedi,1,"SANCHEZ, J",16,12,0,0,1,0,1,0,0,0,0,0,0,1,1,3.857142857
Fall 2019,LBSCI,757,Introduction to Digital Imagin,1,"THAYER, J",14,4,4,3,0,1,2,0,0,0,0,0,0,0,0,3.678571429
Fall 2019,LBSCI,765,Resources Sch Currc,1,"LAVERDE, A",12,1,5,4,1,0,0,0,0,0,0,0,0,0,1,3.827272727
Fall 2019,LBSCI,767,Read Motivat Techniq,1,"PAULSON, S",15,0,6,4,1,0,2,0,0,0,0,0,0,1,1,3.653846154
Fall 2019,LBSCI,777,Plan & Deliver Svc,1,"BUONO, M",21,10,1,1,2,2,1,2,1,0,0,0,0,0,1,3.48
Fall 2019,LBSCI,778,Info Lit Instructions for Adts,1,"LETNIKOVA, G",19,14,1,2,0,1,0,0,0,0,0,0,0,1,0,3.911111111
Fall 2019,LBSCI,779,Adlt Read Advis Svc,1,"ALBERTS, S",15,2,4,7,1,0,1,0,0,0,0,0,0,0,0,3.726666667
Fall 2019,LBSCI,795,Internship. Fieldwork,1,"LAVERDE, A",19,6,5,4,1,0,0,0,0,0,0,0,0,0,3,3.88125
Fall 2019,LBSCI,795,Internship. Fieldwork,1,"THAYER, J",19,6,5,4,1,0,0,0,0,0,0,0,0,0,3,3.88125
Fall 2019,LBSCI,7903,VT:Seminar,1,"STUMM, C",12,6,3,2,0,1,0,0,0,0,0,0,0,0,0,3.866666667
Fall 2019,LCD,101,Introduction to Language,6,"ULUBABOVA, T",53,1,47,3,1,0,0,0,0,0,0,0,0,0,1,3.969230769
Fall 2019,LCD,101,Introduction to Language,3,"GIATTI, L",53,16,12,7,5,2,2,0,6,0,0,0,0,3,0,3.556
Fall 2019,LCD,101,Introduction to Language,1,"GIATTI, L",53,20,4,6,5,7,1,1,2,0,1,2,1,3,0,3.368
Fall 2019,LCD,101,Introduction to Language,7,"PHILIP, M",53,11,8,7,3,7,2,2,0,0,0,6,2,5,0,3.1
Fall 2019,LCD,101,Introduction to Language,2,"SAUREL-SCHUMACHER, E",54,10,6,5,6,6,8,3,0,0,1,7,1,1,0,2.971698113
Fall 2019,LCD,101,Introduction to Language,4,"HILLIARD, M",46,5,3,4,5,6,5,5,5,0,1,3,2,2,0,2.75
Fall 2019,LCD,101,Introduction to Language,8,"ALBASIRI, E",28,0,5,4,0,2,3,4,1,0,2,4,1,2,0,2.596153846
Fall 2019,LCD,101,Introduction to Language,5,"ELIATAMBY, A",55,8,6,5,3,4,5,4,3,0,4,4,7,2,0,2.564150943
Fall 2019,LCD,101,Introduction to Language,11,"BEVINGTON, B",51,7,3,0,4,3,3,3,9,0,8,7,1,3,0,2.4125
Fall 2019,LCD,101,Introduction to Language,10,"BEVINGTON, B",50,4,3,2,6,2,2,3,5,0,3,9,6,5,0,2.168888889
Fall 2019,LCD,101,Introduction to Language,9,"CALVET, D",30,0,3,1,2,2,1,3,3,0,3,5,5,2,0,1.928571429
Fall 2019,LCD,102,Analyzing Language,3,"RYAN, M",32,8,5,4,7,1,1,1,0,0,1,0,0,4,0,3.557142857
Fall 2019,LCD,102,Analyzing Language,2,"VANCELETTE, R",34,9,11,2,1,3,3,1,0,0,1,1,1,1,0,3.418181818
Fall 2019,LCD,102,Analyzing Language,1,"VANCELETTE, R",34,7,12,1,3,3,1,4,1,0,0,1,1,0,0,3.338235294
Fall 2019,LCD,103,Multilingualism In U.S.,2,"TAPIA, A",31,9,9,7,3,1,1,0,0,0,0,0,0,1,0,3.783333333
Fall 2019,LCD,103,Multilingualism In U.S.,3,"TAPIA, A",32,7,12,3,1,4,0,0,0,0,0,0,1,3,1,3.657142857
Fall 2019,LCD,103,Multilingualism In U.S.,1,"MORTENSON, L",32,5,2,3,5,6,5,2,0,0,0,3,1,0,0,2.959375
Fall 2019,LCD,105,Intro To Psycholing,2,"LOUIS-MARIJANSKI, E",34,6,6,8,5,5,1,0,1,0,0,1,0,1,0,3.478787879
Fall 2019,LCD,105,Intro To Psycholing,1,"SHKADRON, P",38,8,4,5,7,3,4,1,4,0,2,0,0,0,0,3.239473684
Fall 2019,LCD,106,Intro Commun Disorders,2,"NEUMANN, Y",29,5,10,6,2,4,0,1,0,0,0,0,0,0,1,3.682142857
Fall 2019,LCD,106,Intro Commun Disorders,1,"SHKADRON, P",34,3,10,5,7,3,3,1,2,0,0,0,0,0,0,3.441176471
Fall 2019,LCD,110,Phonetics,1,"IJALBA, E",35,11,12,6,4,1,0,0,1,0,0,0,0,0,0,3.782857143
Fall 2019,LCD,110,Phonetics,2,"BALL, K",29,1,5,5,5,3,5,0,1,0,0,0,0,3,1,3.34
Fall 2019,LCD,116,Introduction to Morphology,1,"KAUFMAN, D",21,3,4,2,2,2,3,1,0,0,0,0,3,1,0,2.92
Fall 2019,LCD,116,Introduction to Morphology,2,"KAUFMAN, D",35,4,6,4,1,1,5,2,1,0,2,3,4,0,2,2.654545455
Fall 2019,LCD,120,Understanding English Grammar,1,"HADDICAN, W",35,14,5,4,1,4,2,2,2,0,0,1,0,0,0,3.46
Fall 2019,LCD,120,Understanding English Grammar,2,"HADDICAN, W",30,6,2,4,1,8,3,1,1,0,1,2,1,0,0,3.006666667
Fall 2019,LCD,130,The Sound Structure of English,2,"SAUREL-SCHUMACHER, E",29,9,6,3,2,0,3,2,1,0,0,1,0,2,0,3.459259259
Fall 2019,LCD,130,The Sound Structure of English,1,"SAUREL-SCHUMACHER, E",32,11,6,3,2,1,3,1,1,0,1,1,1,1,0,3.348387097
Fall 2019,LCD,150,Linguistic Phonetics,1,"KAUFMAN, D",22,6,1,0,3,0,4,1,1,0,2,1,1,1,1,2.87
Fall 2019,LCD,207,Anat&Physiol Spch/Lang,2,"NEUMANN, Y",35,5,5,8,3,7,1,0,2,0,1,0,0,3,0,3.403125
Fall 2019,LCD,207,Anat&Physiol Spch/Lang,1,"BALL, K",25,1,3,5,3,3,0,2,0,0,0,3,0,5,0,3.05
Fall 2019,LCD,208,Hearing Science,1,"SPIVAK, L",27,2,9,4,5,3,1,0,1,0,0,0,1,1,0,3.423076923
Fall 2019,LCD,208,Hearing Science,2,"PETTI, D",28,3,2,4,2,3,1,2,0,0,3,1,3,4,0,2.658333333
Fall 2019,LCD,216,Language Acquisition,2,"GERBER, S",18,1,10,0,1,3,0,0,0,0,0,0,0,3,0,3.753333333
Fall 2019,LCD,216,Language Acquisition,1,"FEINTUCH, F",22,3,5,3,3,4,0,3,1,0,0,0,0,0,0,3.359090909
Fall 2019,LCD,309,Speech Science,1,"KIM-LAMBERT, G",23,8,11,1,3,0,0,0,0,0,0,0,0,0,0,3.895652174
Fall 2019,LCD,309,Speech Science,2,"GELFAND, S",14,1,0,1,0,1,3,1,1,0,5,0,0,0,1,2.430769231
Fall 2019,LCD,312,Lit & Lang In Multi Pop,1,"HEFFERNAN, L",21,2,17,1,0,1,0,0,0,0,0,0,0,0,0,3.938095238
Fall 2019,LCD,316,Lang/Comm School Child,1,"IJALBA, E",26,3,23,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,LCD,316,Lang/Comm School Child,2,"IJALBA, E",16,0,12,1,0,1,0,0,0,0,0,0,1,1,0,3.646666667
Fall 2019,LCD,322,Disorders of Speech,1,"NEUMANN, Y",27,5,11,5,5,1,0,0,0,0,0,0,0,0,0,3.777777778
Fall 2019,LCD,322,Disorders of Speech,2,"BALL, K",13,2,4,4,3,0,0,0,0,0,0,0,0,0,0,3.746153846
Fall 2019,LCD,323,Disorders of Language,2,"REICH, T",21,0,4,9,2,5,1,0,0,0,0,0,0,0,0,3.504761905
Fall 2019,LCD,323,Disorders of Language,1,"REICH, T",26,1,6,5,4,8,1,0,0,0,0,0,0,1,0,3.456
Fall 2019,LCD,330,Audiology I,2,"GELFAND, S",21,1,4,5,5,3,2,1,0,0,0,0,0,0,0,3.414285714
Fall 2019,LCD,330,Audiology I,1,"SPIVAK, L",32,0,12,6,2,5,4,1,1,0,0,1,0,0,0,3.371875
Fall 2019,LCD,340,Tesol Methods/Materials,3,"SANDERS, B",22,11,7,3,1,0,0,0,0,0,0,0,0,0,0,3.927272727
Fall 2019,LCD,360,Issues in Linguistic Research,3,"VAGO, R",16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,LCD,388,Voices of New York,1,"MAKIHARA, M",16,2,3,1,0,2,2,2,1,0,0,0,0,3,0,3.207692308
Fall 2019,LCD,388,Voices of New York,1,"NEWMAN, M",16,2,3,1,0,2,2,2,1,0,0,0,0,3,0,3.207692308
Fall 2019,LCD,700,Research Methodology,1,"GELFAND, S",16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,LCD,701,Introduction to Linguistics.,1,"GIATTI, L",18,8,3,4,0,2,0,1,0,0,0,0,0,0,0,3.727777778
Fall 2019,LCD,702,Struct Engl Sent. 1,2,"VAGO, R",22,3,3,5,7,1,2,1,0,0,0,0,0,0,0,3.468181818
Fall 2019,LCD,702,Struct Engl Sent. 1,1,"VAGO, R",23,1,6,1,5,4,2,0,0,0,2,0,1,1,0,3.136363636
Fall 2019,LCD,706,Bilingualism,1,"CHAN, L",27,8,10,4,3,2,0,0,0,0,0,0,0,0,0,3.803703704
Fall 2019,LCD,707,Eval & Measure Tesol,1,"CASSANO-REPOLE, M",24,1,19,2,2,0,0,0,0,0,0,0,0,0,0,3.916666667
Fall 2019,LCD,707,Eval & Measure Tesol,2,"CASSANO-REPOLE, M",22,2,13,6,0,0,0,0,0,0,0,0,0,0,1,3.914285714
Fall 2019,LCD,717,The Acquisition of Language,1,"GERBER, S",16,0,14,2,0,0,0,0,0,0,0,0,0,0,0,3.9625
Fall 2019,LCD,724,Neuromotor Disorders,1,"MCCAUL, P",16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,LCD,726,Lang Disord Adult I,2,"SITLER, E",16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,LCD,730,Spe Disord:Artc/Phon,1,"TOUEG, R",16,0,7,7,2,0,0,0,0,0,0,0,0,0,0,3.78125
Fall 2019,LCD,732,Lang/Lrn Disord Chld,1,"NAVARRA, C",16,1,13,0,0,0,0,0,0,0,0,0,0,0,2,4
Fall 2019,LCD,740,2nd Lang Acq & Tchg,2,"AGUILERA, J",12,9,2,1,0,0,0,0,0,0,0,0,0,0,0,3.975
Fall 2019,LCD,740,2nd Lang Acq & Tchg,3,"HEFFERNAN, L",18,1,15,2,0,0,0,0,0,0,0,0,0,0,0,3.966666667
Fall 2019,LCD,740,2nd Lang Acq & Tchg,1,"CALVET, D",15,1,8,5,0,0,0,0,0,0,0,0,0,0,1,3.892857143
Fall 2019,LCD,742,Tesol Thru Content,2,"CHAN, L",21,6,13,2,0,0,0,0,0,0,0,0,0,0,0,3.971428571
Fall 2019,LCD,742,Tesol Thru Content,1,"SANDERS, B",22,5,14,3,0,0,0,0,0,0,0,0,0,0,0,3.959090909
Fall 2019,LCD,7293,Pract Spe-Lang Path,1,"NAVARRA, C",16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Fall 2019,LCD,7293,Pract Spe-Lang Path,2,"STARK, J",16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Fall 2019,LIBR,100,Information Literacy,8,"BRYANT, T",20,1,9,6,2,1,0,0,0,0,0,0,0,0,1,3.778947368
Fall 2019,LIBR,100,Information Literacy,5,"LORD, D",17,8,3,1,2,1,1,0,0,0,0,0,0,1,0,3.75
Fall 2019,LIBR,100,Information Literacy,2,"LETNIKOVA, G",19,3,11,0,1,3,0,1,0,0,0,0,0,0,0,3.715789474
Fall 2019,LIBR,100,Information Literacy,4,"SHARMA, U",20,1,6,4,4,2,0,0,1,0,0,0,1,1,0,3.368421053
Fall 2019,LIBR,100,Information Literacy,6,"SOLOMON, Y",20,2,5,2,5,1,1,2,1,0,0,0,1,0,0,3.21
Fall 2019,LIBR,100,Information Literacy,1,"LETNIKOVA, G",18,3,6,1,1,3,0,0,1,0,0,0,2,1,0,3.176470588
Fall 2019,LIBR,100,Information Literacy,3,"SCOBBO, F",16,1,1,0,1,1,2,3,5,0,0,0,1,1,0,2.44
Fall 2019,LIBR,100,Information Literacy,7,"SCOBBO, F",20,0,0,5,1,2,1,0,1,0,0,2,7,1,0,1.815789474
Fall 2019,MAM,799,Maintenance Matric,1,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
Fall 2019,MATH,110,Math Literacy,07M,"CHANG, C",12,3,2,0,2,1,1,2,0,0,0,1,0,0,0,3.158333333
Fall 2019,MATH,110,Math Literacy,6,"GREENMAN, J",35,5,10,2,3,2,0,2,0,0,2,5,1,3,0,3.009375
Fall 2019,MATH,110,Math Literacy,1,"LASKER, M",32,4,3,5,3,3,2,1,4,0,0,2,4,1,0,2.680645161
Fall 2019,MATH,110,Math Literacy,5,"ALI, M",26,6,2,1,0,3,2,1,1,0,0,2,4,4,0,2.563636364
Fall 2019,MATH,110,Math Literacy,4,"ALI, M",25,3,3,0,1,1,1,1,1,0,3,4,1,5,1,2.442105263
Fall 2019,MATH,110,Math Literacy,3,"WOLF-SONKIN, V",35,0,0,3,2,1,3,2,5,0,2,4,4,9,0,1.953846154
Fall 2019,MATH,115,College Algebra for Precalc,22SK,"ISLAM, M",23,2,6,1,2,2,2,1,0,0,1,0,5,1,0,2.622727273
Fall 2019,MATH,115,College Algebra for Precalc,5,"MARKOWITZ, E",36,2,3,4,5,6,1,0,5,0,7,0,3,0,0,2.608333333
Fall 2019,MATH,115,College Algebra for Precalc,11,"GOOD, J",34,2,2,7,3,0,3,2,1,0,0,1,5,8,0,2.596153846
Fall 2019,MATH,115,College Algebra for Precalc,1,"AUMAN, R",31,0,9,2,1,2,0,1,3,0,4,3,3,3,0,2.528571429
Fall 2019,MATH,115,College Algebra for Precalc,20SK,"KALRA, P",24,2,1,1,3,0,3,2,2,0,4,0,2,3,1,2.455
Fall 2019,MATH,115,College Algebra for Precalc,13,"NEVAREZ, B",36,4,2,4,4,3,2,0,2,0,1,3,8,3,0,2.275757576
Fall 2019,MATH,115,College Algebra for Precalc,21,"OSTROWSKY, A",31,1,4,5,3,1,1,3,1,0,0,5,6,1,0,2.266666667
Fall 2019,MATH,115,College Algebra for Precalc,12,"BOTEJU, W",25,2,4,0,0,2,1,4,1,0,0,3,4,3,1,2.233333333
Fall 2019,MATH,115,College Algebra for Precalc,8,"DESAI, T",31,6,0,2,2,1,2,3,1,0,1,7,4,2,0,2.206896552
Fall 2019,MATH,115,College Algebra for Precalc,4,"MARKOWITZ, E",36,5,2,4,1,4,2,0,2,0,2,0,11,3,0,2.148484848
Fall 2019,MATH,115,College Algebra for Precalc,2,"LEE, H",31,0,3,2,2,0,6,2,1,0,4,2,5,4,0,2.133333333
Fall 2019,MATH,115,College Algebra for Precalc,23,"LI, H",31,3,2,2,2,2,1,2,0,0,1,3,7,6,0,2.08
Fall 2019,MATH,115,College Algebra for Precalc,3,"LEE, H",31,2,0,2,2,0,5,1,2,1,3,5,4,3,1,1.996153846
Fall 2019,MATH,115,College Algebra for Precalc,18SK,"CLARKE, A",22,0,2,2,1,2,1,1,1,1,0,3,5,3,0,1.927777778
Fall 2019,MATH,115,College Algebra for Precalc,7,"BAZANT, J",34,1,1,1,2,4,0,4,3,0,2,3,6,6,1,1.922222222
Fall 2019,MATH,115,College Algebra for Precalc,14,"LI, H",31,0,2,3,2,3,0,2,2,0,6,1,8,2,0,1.879310345
Fall 2019,MATH,115,College Algebra for Precalc,19SK,"CHEN, D",22,0,0,1,4,3,0,3,0,0,1,1,7,2,0,1.775
Fall 2019,MATH,115,College Algebra for Precalc,9,"DESAI, T",31,5,0,2,4,0,1,0,0,0,1,4,11,3,0,1.75
Fall 2019,MATH,115,College Algebra for Precalc,25,"BERGER, K",34,2,2,1,0,1,2,2,2,0,3,3,8,8,0,1.723076923
Fall 2019,MATH,115,College Algebra for Precalc,16SK,"CLARKE, A",21,0,2,0,0,3,3,0,3,0,0,3,6,1,0,1.705
Fall 2019,MATH,115,College Algebra for Precalc,24,"LIN, X",35,1,1,2,3,3,0,3,3,0,3,4,11,1,0,1.655882353
Fall 2019,MATH,115,College Algebra for Precalc,17SK,"CLARKE, A",22,0,1,2,1,0,1,2,2,0,1,4,7,1,0,1.50952381
Fall 2019,MATH,115,College Algebra for Precalc,15,"CHOW, J",26,1,0,1,0,3,0,3,2,0,1,3,9,2,1,1.404347826
